title,japanese_title,english_title,type,episodes,status,aired,premiered,broadcast,source,duration,rating,score,ranked,popularity,members,favorites,image_url
Chi. Chikyuu no Undou ni Tsuite,チ。―地球の運動について―,Orb: On the Movements of the Earth,TV,25,Currently Airing,"Oct 5, 2024 to ?",Fall 2024,Saturdays at 23:45 (JST),Manga,25 min. per ep.,R - 17+ (violence & profanity),8.4,#194,#1839,"128,550","1,086",https://cdn.myanimelist.net/r/50x70/images/anime/1749/145922.jpg?s=e803c3237ace8ea7c4057783e8795042
Saiki Kusuo no Ψ-nan 2,斉木楠雄のΨ難 2,The Disastrous Life of Saiki K. 2,TV,24,Finished Airing,"Jan 17, 2018 to Jun 27, 2018",Winter 2018,Wednesdays at 01:35 (JST),Manga,24 min. per ep.,PG-13 - Teens 13 or older,8.41,#193,#326,"674,034","4,308",https://cdn.myanimelist.net/r/50x70/images/anime/1961/91383.jpg?s=98a1123f1f794ba0c851840461394e4f
Saiki Kusuo no Ψ-nan,斉木楠雄のΨ難,The Disastrous Life of Saiki K.,TV,120,Finished Airing,"Jul 4, 2016 to Dec 26, 2016",Summer 2016,Not scheduled once per week,Manga,5 min. per ep.,PG-13 - Teens 13 or older,8.41,#192,#132,"1,163,672","31,328",https://cdn.myanimelist.net/r/50x70/images/anime/1973/142750.jpg?s=6498ee824a90d78c321317bbac080cdf
Jujutsu Kaisen 0 Movie,劇場版 呪術廻戦 0,Jujutsu Kaisen 0,Movie,1,Finished Airing,"Dec 24, 2021",,",",Manga,1 hr. 44 min.,R - 17+ (violence & profanity),8.41,#191,#151,"1,078,851","10,625",https://cdn.myanimelist.net/r/50x70/images/anime/1121/119044.jpg?s=1ff4db7140a7d31a110576b2699c87c1
Saenai Heroine no Sodatekata Fine,冴えない彼女の育てかた Fine,Saekano the Movie: Finale,Movie,1,Finished Airing,"Oct 26, 2019",,,Light novel,1 hr. 54 min.,PG-13 - Teens 13 or older,8.42,#190,#1319,"193,184","2,668",https://cdn.myanimelist.net/r/50x70/images/anime/1671/111411.jpg?s=a4ec323a1a79e0ade2f7c5aaca88bafb
Natsume Yuujinchou Movie: Utsusemi ni Musubu,劇場版 夏目友人帳 ～うつせみに結ぶ～,Natsume's Book of Friends Movie: Ephemeral Bond,Movie,1,Finished Airing,"Sep 29, 2018",,,Manga,1 hr. 44 min.,PG-13 - Teens 13 or older,8.42,#189,#2578,"78,116",219,https://cdn.myanimelist.net/r/50x70/images/anime/1250/94846.jpg?s=186bc126139583f2a56bb80c6575ce80
Mushishi Zoku Shou: Odoro no Michi,蟲師 続章,Mushi-shi Path of Thorns,TV Special,1,Finished Airing,"Aug 20, 2014",,,Manga,47 min.,PG-13 - Teens 13 or older,8.42,#188,#2136,"105,105",125,https://cdn.myanimelist.net/r/50x70/images/anime/8/63539.jpg?s=68a1b75daf7fbe8bc816301a2888eef4
Mononoke,モノノ怪,Mononoke,TV,12,Finished Airing,"Jul 13, 2007 to Sep 28, 2007",Summer 2007,Fridays at 00:45 (JST),,22 min. per ep.,R - 17+ (violence & profanity),8.42,#187,#732,"344,986","8,709",https://cdn.myanimelist.net/r/50x70/images/anime/3/20713.jpg?s=3938ebc2f550dbab2563df778857ee86
Koukaku Kidoutai: Stand Alone Complex,攻殻機動隊 STAND ALONE COMPLEX,Ghost in the Shell: Stand Alone Complex,TV,26,Finished Airing,"Oct 1, 2002 to Oct 1, 2003",Fall 2002,Fridays at 15:30 (JST),Manga,25 min. per ep.,R - 17+ (violence & profanity),8.42,#186,#605,"408,119","8,740",https://cdn.myanimelist.net/r/50x70/images/anime/11/50857.jpg?s=4ac2b90079ffba4dee9a72852d852779
Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,映画 この素晴らしい世界に祝福を！紅伝説,KonoSuba: God's Blessing on This Wonderful World! - Legend of Crimson,Movie,1,Finished Airing,"Aug 30, 2019",,,Light novel,1 hr. 30 min.,PG-13 - Teens 13 or older,8.42,#185,#242,"829,911","4,975",https://cdn.myanimelist.net/r/50x70/images/anime/1638/119321.jpg?s=9d54492700ed5fa0d7ce691a7ecaac6d
Kidou Senshi Gundam: The Origin,機動戦士ガンダムTHE ORIGIN,Mobile Suit Gundam: The Origin,OVA,6,Finished Airing,"Feb 28, 2015 to May 5, 2018",,,Manga,1 hr. 11 min. per ep.,R+ - Mild Nudity,8.33,#250,#2583,"77,883",908,https://cdn.myanimelist.net/r/50x70/images/anime/4/72702.jpg?s=02880f9b4c66b7d0163247e35513e17f
Hibike! Euphonium 2,響け！ユーフォニアム2,Sound! Euphonium 2,TV,13,Finished Airing,"Oct 6, 2016 to Dec 29, 2016",Fall 2016,Thursdays at 00:00 (JST),,23 min. per ep.,PG-13 - Teens 13 or older,8.33,#249,#1058,"243,467","3,731",https://cdn.myanimelist.net/r/50x70/images/anime/10/81155.jpg?s=132573741b7a7c619eaa7c8260c28702
Bakuman. 2nd Season,バクマン。2ndシーズン,Bakuman. Season 2,TV,25,Finished Airing,"Oct 1, 2011 to Mar 24, 2012",Fall 2011,Saturdays at 17:30 (JST),Manga,24 min. per ep.,PG-13 - Teens 13 or older,8.33,#248,#692,"361,175","1,380",https://cdn.myanimelist.net/r/50x70/images/anime/3/34923.jpg?s=687c7ca6984aaf49e789ee724bfe1dc8
IDOLiSH7 Third Beat! Part 2,アイドリッシュセブン,IDOLiSH7 Third BEAT! Part 2,TV,17,Finished Airing,"Oct 2, 2022 to Feb 26, 2023",Fall 2022,Sundays at 22:30 (JST),,24 min. per ep.,PG-13 - Teens 13 or older,8.34,#247,#5614,"15,712",259,https://cdn.myanimelist.net/r/50x70/images/anime/1458/125998.jpg?s=fcef8a332e1758c605884cb94640cac7
Fumetsu no Anata e,不滅のあなたへ,To Your Eternity,TV,20,Finished Airing,"Apr 12, 2021 to Aug 30, 2021",Spring 2021,Mondays at 22:50 (JST),Manga,25 min. per ep.,R - 17+ (violence & profanity),8.34,#246,#198,"918,883","15,031",https://cdn.myanimelist.net/r/50x70/images/anime/1880/118484.jpg?s=73b91a0146dfa5fadc5ff9f870c72741
Douluo Dalu 2nd Season,斗罗大陆,,ONA,237,Finished Airing,"Dec 1, 2018 to Jun 10, 2023",,,,20 min. per ep.,PG-13 - Teens 13 or older,8.34,#245,#4946,"21,791",469,https://cdn.myanimelist.net/r/50x70/images/anime/1538/93566.jpg?s=7f44aea254dab48cb7688496c567112a
Wu Shan Wu Xing: Xichuan Huan Zi Lin,雾山五行·犀川幻紫林,Fog Hill of Five Elements,ONA,4,Finished Airing,"Jul 26, 2023 to Aug 16, 2023",,,,38 min. per ep.,R - 17+ (violence & profanity),8.34,#244,#5674,"15,280",110,https://cdn.myanimelist.net/r/50x70/images/anime/1983/147467.jpg?s=ca7e8488a671be056b2cdc19be3ef823
Violet Evergarden: Recollections,ヴァイオレット・エヴァーガーデン特別総集版,Violet Evergarden: Recollections,Special,1,Finished Airing,"Oct 29, 2021",,,Light novel,1 hr. 35 min.,PG-13 - Teens 13 or older,8.34,#243,#3876,"37,233",161,https://cdn.myanimelist.net/r/50x70/images/anime/1902/143097.jpg?s=2839e9d963db3f0c0fcf61168188a7ff
Versailles no Bara,ベルサイユのばら,The Rose of Versailles,TV,40,Finished Airing,"Oct 10, 1979 to Sep 3, 1980",Fall 1979,Wednesdays at 19:00 (JST),Manga,24 min. per ep.,PG-13 - Teens 13 or older,8.34,#242,#2141,"104,763","3,209",https://cdn.myanimelist.net/r/50x70/images/anime/9/57043.jpg?s=9b897c61bf549192bf5785871331f8a3
Kimetsu no Yaiba: Mugen Ressha-hen,鬼滅の刃 無限列車編,Demon Slayer: Kimetsu no Yaiba Mugen Train Arc,TV,7,Finished Airing,"Oct 10, 2021 to Nov 28, 2021",Fall 2021,Sundays at 23:15 (JST),Manga,24 min. per ep.,R - 17+ (violence & profanity),8.35,#241,#230,"848,893","4,445",https://cdn.myanimelist.net/r/50x70/images/anime/1065/118763.jpg?s=96fd0aa8c83e6ac9b0375671c9160968
Kaze no Tani no Nausicaä,風の谷のナウシカ,Nausicaä of the Valley of the Wind,Movie,1,Finished Airing,"Mar 11, 1984",,,Manga,1 hr. 57 min.,PG-13 - Teens 13 or older,8.35,#240,#632,"393,148","5,616",https://cdn.myanimelist.net/r/50x70/images/anime/10/75914.jpg?s=7baf536ca16c2625bd3d615972f1fbfc
K-On! Movie,映画 けいおん！,K-ON! The Movie,Movie,1,Finished Airing,"Dec 3, 2011",,,4-koma manga,1 hr. 50 min.,PG-13 - Teens 13 or older,8.35,#239,#743,"341,048","2,883",https://cdn.myanimelist.net/r/50x70/images/anime/5/76233.jpg?s=73f3861d89e8cc4fa3f0c1fb3dd13813
Initial D First Stage,頭文字〈イニシャル〉D,Initial D First Stage,TV,26,Finished Airing,"Apr 19, 1998 to Dec 6, 1998",Spring 1998,Tuesdays at 00:00 (JST),Manga,25 min. per ep.,PG-13 - Teens 13 or older,8.35,#238,#608,"407,231","12,972",https://cdn.myanimelist.net/r/50x70/images/anime/1384/127972.jpg?s=2b7046bea885b88c9742e0abdb601da6
Hellsing Ultimate,HELLSING OVA,Hellsing Ultimate,OVA,10,Finished Airing,"Feb 10, 2006 to Dec 26, 2012",,,Manga,49 min. per ep.,R - 17+ (violence & profanity),8.35,#237,#182,"966,750","22,524",https://cdn.myanimelist.net/r/50x70/images/anime/1012/143965.jpg?s=94f381911d983cbb9a8c051b2a9b7baf
Girls & Panzer: Saishuushou Part 4,『ガールズ＆パンツァー 最終章』第4話,Girls und Panzer das Finale – Part 4,Movie,1,Finished Airing,"Oct 6, 2023",,,,54 min.,PG-13 - Teens 13 or older,8.35,#236,#5083,"20,381",106,https://cdn.myanimelist.net/r/50x70/images/anime/1652/138188.jpg?s=74c1d01baf8e8947fc7a55dbd4e4b760
Baccano!,バッカーノ！,Baccano!,TV,13,Finished Airing,"Jul 27, 2007 to Nov 2, 2007",Summer 2007,Fridays at 00:30 (JST),Light novel,24 min. per ep.,R - 17+ (violence & profanity),8.35,#235,#195,"928,351","23,477",https://cdn.myanimelist.net/r/50x70/images/anime/3/14547.jpg?s=32ce1ad2936def90d8b51ddeef6a82cd
Yuukoku no Moriarty Part 2,憂国のモリアーティ,Moriarty the Patriot Part 2,TV,13,Finished Airing,"Apr 4, 2021 to Jun 27, 2021",Spring 2021,Sundays at 22:30 (JST),Manga,23 min. per ep.,R - 17+ (violence & profanity),8.28,#300,#954,"269,555","3,204",https://cdn.myanimelist.net/r/50x70/images/anime/1200/111522.jpg?s=d1ea6fe76efd7a9ace6d5da93726e431
Tokyo Godfathers,東京ゴッドファーザーズ,Tokyo Godfathers,Movie,1,Finished Airing,"Nov 8, 2003",,,,1 hr. 32 min.,PG-13 - Teens 13 or older,8.28,#299,#841,"309,186","2,791",https://cdn.myanimelist.net/r/50x70/images/anime/1480/132791.jpg?s=fbfacf761cb4fc184fc875dc10ba127a
Rurouni Kenshin: Meiji Kenkaku Romantan,るろうに剣心 -明治剣客浪漫譚-,Rurouni Kenshin,TV,94,Finished Airing,"Jan 10, 1996 to Sep 8, 1998",Winter 1996,Wednesdays at 19:30 (JST),Manga,25 min. per ep.,PG-13 - Teens 13 or older,8.28,#298,#466,"508,806","10,220",https://cdn.myanimelist.net/r/50x70/images/anime/1346/119505.jpg?s=1240a9a535beb6a4593b22f3a6bd48d2
Redline,REDLINE,Redline,Movie,1,Finished Airing,"Aug 14, 2009",,,,1 hr. 42 min.,R+ - Mild Nudity,8.28,#297,#621,"397,780","5,877",https://cdn.myanimelist.net/r/50x70/images/anime/12/28553.jpg?s=7599b6753f08d5091209534974c60b2c
Major: World Series,メジャー ワールドシリーズ編,,OVA,2,Finished Airing,"Dec 16, 2011 to Jan 18, 2012",,,Manga,28 min. per ep.,PG-13 - Teens 13 or older,8.28,#296,#3846,"37,838",102,https://cdn.myanimelist.net/r/50x70/images/anime/5/75220.jpg?s=4ddb39449a7fe629b417dd8b6f16324c
Kino no Tabi: The Beautiful World,キノの旅 -the Beautiful World-,Kino's Journey,TV,13,Finished Airing,"Apr 8, 2003 to Jul 8, 2003",Spring 2003,Tuesdays at 18:30 (JST),Light novel,24 min. per ep.,R - 17+ (violence & profanity),8.28,#295,#772,"332,696","7,211",https://cdn.myanimelist.net/r/50x70/images/anime/1763/95397.jpg?s=2a08354c0c07bf482d35b5c1ea19a74b
Sakamichi no Apollon,坂道のアポロン,Kids on the Slope,TV,12,Finished Airing,"Apr 13, 2012 to Jun 29, 2012",Spring 2012,Fridays at 00:45 (JST),Manga,22 min. per ep.,PG-13 - Teens 13 or older,8.29,#294,#619,"399,123","7,132",https://cdn.myanimelist.net/r/50x70/images/anime/1604/98654.jpg?s=33b1684e514164504652d1ca876ac738
Meitantei Conan Movie 06: Baker Street no Bourei,名探偵コナン ベイカー街の亡霊,Case Closed Movie 06: The Phantom of Baker Street,Movie,1,Finished Airing,"Apr 20, 2002",,,Manga,1 hr. 47 min.,PG-13 - Teens 13 or older,8.29,#293,#2530,"80,726",276,https://cdn.myanimelist.net/r/50x70/images/anime/1400/94320.jpg?s=d3ff77dd3be364a4acd6749dae7f564d
Kuroko no Basket 3rd Season,黒子のバスケ,Kuroko's Basketball 3,TV,25,Finished Airing,"Jan 11, 2015 to Jun 30, 2015",Winter 2015,Sundays at 01:58 (JST),Manga,24 min. per ep.,PG-13 - Teens 13 or older,8.29,#292,#260,"789,915","5,116",https://cdn.myanimelist.net/r/50x70/images/anime/4/68299.jpg?s=047c586d552e0b0ea90cb19074fb6ea8
Initial D Final Stage,頭文字 D Final Stage,,TV,4,Finished Airing,"May 16, 2014 to Jun 22, 2014",Spring 2014,Unknown,Manga,27 min. per ep.,PG-13 - Teens 13 or older,8.29,#291,#1613,"153,394","1,006",https://cdn.myanimelist.net/r/50x70/images/anime/1404/101364.jpg?s=4b86bed406f4857238a10d2dc938ba46
Beck,ベック,Beck: Mongolian Chop Squad,TV,26,Finished Airing,"Oct 7, 2004 to Mar 31, 2005",Fall 2004,Thursdays at 01:30 (JST),Manga,25 min. per ep.,R - 17+ (violence & profanity),8.29,#290,#713,"354,530","8,728",https://cdn.myanimelist.net/r/50x70/images/anime/11/11636.jpg?s=5d50bc996ff42f7c3a3cc3a7aa04ddaa
Ao no Hako,アオのハコ,Blue Box,TV,25,Currently Airing,"Oct 3, 2024 to ?",Fall 2024,Thursdays at 23:56 (JST),Manga,23 min. per ep.,PG-13 - Teens 13 or older,8.29,#289,#1275,"199,373","1,963",https://cdn.myanimelist.net/r/50x70/images/anime/1496/147108.jpg?s=32951982529bc89c45e1d7e1822205f2
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,あの日見た花の名前を僕達はまだ知らない。,Anohana: The Flower We Saw That Day,TV,11,Finished Airing,"Apr 15, 2011 to Jun 24, 2011",Spring 2011,Fridays at 01:15 (JST),,22 min. per ep.,PG-13 - Teens 13 or older,8.29,#288,#70,"1,647,575","32,729",https://cdn.myanimelist.net/r/50x70/images/anime/5/79697.jpg?s=c664a137ce3f854a2343cf39921ae579
Steins;Gate: Oukoubakko no Poriomania,シュタインズ ゲート 横行跋扈のポリオマニア,Steins;Gate: Egoistic Poriomania,Special,1,Finished Airing,"Feb 22, 2012",,,,24 min.,PG-13 - Teens 13 or older,8.29,#287,#530,"452,834",867,https://cdn.myanimelist.net/r/50x70/images/anime/1805/123188.jpg?s=735d985bf1a618343832e05be31c6587
Tunshi Xingkong 2nd Season,吞噬星空 第二季,Swallowed Star 2nd Season,ONA,26,Finished Airing,"Dec 29, 2021 to Sep 7, 2022",,,,21 min. per ep.,PG-13 - Teens 13 or older,8.3,#286,#7802,"6,917",134,https://cdn.myanimelist.net/r/50x70/images/anime/1558/117008.jpg?s=4570af7be8c54c3ccb689ea5e4bafcd1
Ookami to Koushinryou II,狼と香辛料II,Spice and Wolf II,TV,12,Finished Airing,"Jul 9, 2009 to Sep 24, 2009",Summer 2009,Thursdays at 01:15 (JST),Light novel,23 min. per ep.,PG-13 - Teens 13 or older,8.3,#285,#469,"507,203","4,277",https://cdn.myanimelist.net/r/50x70/images/anime/6/59399.jpg?s=9c18270f2db6cd2c537c9fb5c6caff26
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,青春ブタ野郎はバニーガール先輩の夢を見ない,Rascal Does Not Dream of Bunny Girl Senpai,TV,13,Finished Airing,"Oct 4, 2018 to Dec 27, 2018",Fall 2018,Thursdays at 02:20 (JST),Light novel,24 min. per ep.,PG-13 - Teens 13 or older,8.23,#350,#51,"1,821,021","48,267",https://cdn.myanimelist.net/r/50x70/images/anime/1301/93586.jpg?s=f19bb396363ae0caf8f1e1e8c17b49ac
Sennen Joyuu,千年女優,Millennium Actress,Movie,1,Finished Airing,"Sep 14, 2002",,,,1 hr. 26 min.,PG-13 - Teens 13 or older,8.24,#349,#1294,"196,705","2,802",https://cdn.myanimelist.net/r/50x70/images/anime/1648/93626.jpg?s=6a51a1c636b0841ddbc2ae83e462ca46
Non Non Biyori Movie: Vacation,劇場版 のんのんびより ばけーしょん,,Movie,1,Finished Airing,"Aug 25, 2018",,,Manga,1 hr. 11 min.,PG-13 - Teens 13 or older,8.24,#348,#2501,"82,049",208,https://cdn.myanimelist.net/r/50x70/images/anime/1044/93575.jpg?s=81d1df0122449109ead8ecf1e1268771
Meitantei Conan: Episode One - Chiisaku Natta Meitantei,名探偵コナン エピソードONE 小さくなった名探偵,Detective Conan: Episode One - The Great Detective Turned Small,TV Special,1,Finished Airing,"Dec 9, 2016",,,Manga,1 hr. 33 min.,PG-13 - Teens 13 or older,8.24,#347,#4144,"32,475",64,https://cdn.myanimelist.net/r/50x70/images/anime/5/81968.jpg?s=1defa5600c30b7e04ac1832371029e2f
Hajime no Ippo: Mashiba vs. Kimura,はじめの一歩 間柴vs木村 死刑執行,Fighting Spirit: Mashiba vs. Kimura,OVA,1,Finished Airing,"Sep 5, 2003",,,Manga,1 hr. 1 min.,PG-13 - Teens 13 or older,8.24,#346,#1967,"118,019",221,https://cdn.myanimelist.net/r/50x70/images/anime/4/64737.jpg?s=75f1c37a26e5b7740ad7d51abeb9553f
Haikyuu!! Movie 4: Concept no Tatakai,ハイキュー!! コンセプトの戦い,Haikyu!! The Movie: Battle of Concepts,Movie,1,Finished Airing,"Sep 29, 2017",,,Manga,1 hr. 28 min.,PG-13 - Teens 13 or older,8.24,#345,#2291,"94,756",89,https://cdn.myanimelist.net/r/50x70/images/anime/1854/147254.jpg?s=e1ce4b8214115bfccb705db7137ec49f
Gyakkyou Burai Kaiji: Hakairoku-hen,逆境無頼カイジ 破戒録篇,Kaiji: Against All Rules,TV,26,Finished Airing,"Apr 6, 2011 to Sep 28, 2011",Spring 2011,Wednesdays at 00:59 (JST),Manga,24 min. per ep.,R - 17+ (violence & profanity),8.24,#344,#1262,"201,544","2,848",https://cdn.myanimelist.net/r/50x70/images/anime/10/30599.jpg?s=46f357b7a742626af83e557dbe4e37ba
Golden Kamuy 2nd Season,ゴールデンカムイ,Golden Kamuy Season 2,TV,12,Finished Airing,"Oct 8, 2018 to Dec 24, 2018",Fall 2018,Mondays at 23:00 (JST),Manga,23 min. per ep.,R - 17+ (violence & profanity),8.24,#343,#1182,"218,325",971,https://cdn.myanimelist.net/r/50x70/images/anime/1180/95018.jpg?s=12b7d72547e2687f32839d9cf06b0a03
Boku no Hero Academia 6th Season,僕のヒーローアカデミア,My Hero Academia Season 6,TV,25,Finished Airing,"Oct 1, 2022 to Mar 25, 2023",Fall 2022,Saturdays at 17:30 (JST),Manga,23 min. per ep.,PG-13 - Teens 13 or older,8.24,#342,#294,"718,278","7,274",https://cdn.myanimelist.net/r/50x70/images/anime/1483/126005.jpg?s=b8756ff0c26901e2dd71012ecc5532fa
Bocchi the Rock! Movie,ぼっち・ざ・ろっく！劇場総集編,,Movie,2,Finished Airing,"Jun 7, 2024 to Aug 9, 2024",,,4-koma manga,1 hr. 28 min. per ep.,PG-13 - Teens 13 or older,8.24,#341,#2971,"61,207",420,https://cdn.myanimelist.net/r/50x70/images/anime/1256/142261.jpg?s=70a1357677924d0e234147dea8f05ae6
Hunter x Hunter: Greed Island Final,HUNTER×HUNTER G・I Final,,OVA,14,Finished Airing,"Mar 3, 2004 to Aug 18, 2004",,,Manga,23 min. per ep.,PG-13 - Teens 13 or older,8.25,#340,#1641,"149,970",247,https://cdn.myanimelist.net/r/50x70/images/anime/1/139.jpg?s=2081ab181663109f5e0bbc56c59e6749
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Yakusai-hen,ダンジョンに出会いを求めるのは間違っているだろうかⅣ深章 厄災篇,Is It Wrong to Try to Pick Up Girls in a Dungeon? IV Part 2,TV,11,Finished Airing,"Jan 7, 2023 to Mar 18, 2023",Winter 2023,Saturdays at 01:05 (JST),Light novel,23 min. per ep.,R - 17+ (violence & profanity),8.25,#339,#1019,"254,815","1,726",https://cdn.myanimelist.net/r/50x70/images/anime/1476/128693.jpg?s=7baa1dd85912c39584cee7a6ab89f1f3
Doupo Cangqiong 4th Season,斗破苍穹 第四季,Fights Break Sphere 4th Season,ONA,24,Finished Airing,"Mar 28, 2021 to Aug 29, 2021",,,,24 min. per ep.,PG-13 - Teens 13 or older,8.25,#338,#7230,"8,445",108,https://cdn.myanimelist.net/r/50x70/images/anime/1887/112452.jpg?s=51800dd3ea52c82fffabfa4ab02f8e0c
Dororo,どろろ,Dororo,TV,24,Finished Airing,"Jan 7, 2019 to Jun 24, 2019",Winter 2019,Mondays at 22:30 (JST),Manga,24 min. per ep.,R - 17+ (violence & profanity),8.25,#337,#107,"1,289,150","21,796",https://cdn.myanimelist.net/r/50x70/images/anime/1879/100467.jpg?s=fd59137a5eb37dbabe9510bde27fe4ba
World Trigger 3rd Season,ワールドトリガー,,TV,14,Finished Airing,"Oct 10, 2021 to Jan 23, 2022",Fall 2021,Sundays at 01:30 (JST),Manga,23 min. per ep.,PG-13 - Teens 13 or older,8.25,#336,#1851,"127,793","1,213",https://cdn.myanimelist.net/r/50x70/images/anime/1617/117474.jpg?s=d98a6c562770831a0c20e780cac505fb
Tonari no Totoro,となりのトトロ,My Neighbor Totoro,Movie,1,Finished Airing,"Apr 16, 1988",,,,1 hr. 26 min.,G - All Ages,8.25,#335,#142,"1,105,610","8,817",https://cdn.myanimelist.net/r/50x70/images/anime/1110/147278.jpg?s=a8c1b563e62b992cd05c2a7b5256270b
ReLIFE: Kanketsu-hen,ReLIFE 完結編,ReLIFE: Final Arc,Special,4,Finished Airing,"Mar 21, 2018",,,Web manga,23 min. per ep.,PG-13 - Teens 13 or older,8.2,#400,#582,"417,600","1,991",https://cdn.myanimelist.net/r/50x70/images/anime/1566/91061.jpg?s=15aae1edea379cdf9eb714ac3291a181
Quanzhi Gaoshou Specials,全职高手特别篇,The King's Avatar (2018),ONA,3,Finished Airing,"Apr 27, 2018 to May 11, 2018",,,,27 min. per ep.,PG-13 - Teens 13 or older,8.2,#399,#2084,"109,206",349,https://cdn.myanimelist.net/r/50x70/images/anime/1825/91514.jpg?s=6cf62c87be0c81e7d5bcd2da118dcb78
Meitantei Conan Movie 13: Shikkoku no Chaser,名探偵コナン漆黒の追跡者(チェイサー),Detective Conan Movie 13: The Raven Chaser,Movie,1,Finished Airing,"Apr 18, 2009",,,Manga,1 hr. 51 min.,PG-13 - Teens 13 or older,8.2,#398,#2950,"61,973",77,https://cdn.myanimelist.net/r/50x70/images/anime/2/22558.jpg?s=83bfc8491dcf92b5ebb13bcf65c7fffb
Magi: The Kingdom of Magic,マギ The kingdom of magic,Magi: The Kingdom of Magic,TV,25,Finished Airing,"Oct 6, 2013 to Mar 30, 2014",Fall 2013,Sundays at 17:00 (JST),Manga,25 min. per ep.,PG-13 - Teens 13 or older,8.2,#397,#217,"865,862","7,695",https://cdn.myanimelist.net/r/50x70/images/anime/13/55039.jpg?s=10d9dbb5c3055a5d044df7555ef3ad04
Kuroko no Basket 2nd Season,黒子のバスケ,Kuroko's Basketball 2,TV,25,Finished Airing,"Oct 6, 2013 to Mar 30, 2014",Fall 2013,Sundays at 01:58 (JST),Manga,24 min. per ep.,PG-13 - Teens 13 or older,8.2,#396,#211,"884,480","4,355",https://cdn.myanimelist.net/r/50x70/images/anime/9/56155.jpg?s=9ea6cfceeba82ff184149f45e56138b9
Kimetsu no Yaiba: Katanakaji no Sato-hen,鬼滅の刃 刀鍛冶の里編,Demon Slayer: Kimetsu no Yaiba Swordsmith Village Arc,TV,11,Finished Airing,"Apr 9, 2023 to Jun 18, 2023",Spring 2023,Sundays at 23:15 (JST),Manga,28 min. per ep.,R - 17+ (violence & profanity),8.2,#395,#189,"949,869","9,543",https://cdn.myanimelist.net/r/50x70/images/anime/1765/135099.jpg?s=36aac7889743e80ebaa6015aa21ef16c
